37.398800, -121.977382, 0.0, 16
37.398777, -121.977368, 15.0, 191
37.398744, -121.977379, 15.0, 195
37.398712, -121.977390, 15.0, 195
37.398679, -121.977402, 15.0, 195
37.398647, -121.977413, 15.0, 195
37.398615, -121.977424, 15.0, 195
37.398582, -121.977436, 15.0, 195
37.398549, -121.977444, 15.0, 188
37.398516, -121.977451, 15.0, 188
37.398483, -121.977457, 15.0, 188
37.398449, -121.977464, 15.0, 188
37.398416, -121.977470, 15.0, 188
37.398383, -121.977477, 15.0, 188
37.398349, -121.977483, 15.0, 188
37.398316, -121.977490, 15.0, 188
37.398283, -121.977496, 15.0, 188
37.398250, -121.977503, 15.0, 188
37.398216, -121.977509, 15.0, 188
37.398183, -121.977516, 15.0, 188
37.398150, -121.977521, 15.0, 186
37.398116, -121.977526, 15.0, 186
37.398083, -121.977531, 15.0, 186
37.398049, -121.977536, 15.0, 186
37.398016, -121.977540, 15.0, 183
37.397982, -121.977543, 15.0, 183
37.397948, -121.977546, 15.0, 183
37.397915, -121.977549, 15.0, 183
37.397881, -121.977552, 15.0, 183
37.397848, -121.977555, 15.0, 183
37.397814, -121.977558, 15.0, 183
37.397780, -121.977561, 15.0, 184
37.397747, -121.977564, 15.0, 184
37.397713, -121.977568, 15.0, 184
37.397680, -121.977571, 15.0, 184
37.397646, -121.977575, 15.0, 184
37.397613, -121.977578, 15.0, 184
37.397579, -121.977582, 15.0, 184
37.397545, -121.977585, 15.0, 184
37.397512, -121.977589, 15.0, 184
37.397478, -121.977592, 15.0, 184
37.397445, -121.977596, 15.0, 184
37.397411, -121.977599, 15.0, 184
37.397378, -121.977603, 15.0, 184
37.397344, -121.977606, 15.0, 184
37.397310, -121.977610, 15.0, 184
37.397277, -121.977605, 15.0, 172
37.397244, -121.977599, 15.0, 172
37.397210, -121.977594, 15.0, 172
37.397177, -121.977589, 15.0, 172
37.397143, -121.977583, 15.0, 172
37.397110, -121.977578, 15.0, 172
37.397077, -121.977573, 15.0, 172
37.397043, -121.977567, 15.0, 173
